0,223077 
0,238462 
0,246154 
0,246154 
0,253846 
0,269231 
0,276923 
0,276923 
0,284615 
0,300000 
0,307692 
0,323077 
0,323077 
0,323077 
0,338462 
0,338462 
0,338462 
0,338462 
0,346154 
0,330769 
0,323077 
0,323077 
0,315385 
0,307692 
0,292308 
0,300000 
0,292308 
0,284615 
0,276923 
0,269231 
0,261538 
0,261538 
0,246154 
0,246154 
0,246154 
0,246154 
0,246154 
0,246154 
0,238462 
0,223077 
0,223077 
0,223077 
0,207692 
0,215385 
0,223077 
0,207692 
0,215385 
0,223077 
0,215385 
0,207692 
0,207692 
0,215385 
0,215385 
0,215385 
0,207692 
0,200000 
0,207692 
0,207692 
0,200000 
0,207692 
0,207692 
0,192308 
0,192308 
0,192308 
0,184615 
0,184615 
0,192308 
0,176923 
0,176923 
0,176923 
0,176923 
0,176923 
0,169231 
0,169231 
0,169231 
0,161538 
0,153846 
0,153846 
0,153846 
0,146154 
0,123077 
0,130769 
0,123077 
0,130769 
0,130769 
0,123077 
0,123077 
0,123077 
0,130769 
0,130769 
0,130769 
0,115385 
0,100000 
0,100000 
0,115385 
0,115385 
0,123077 
0,138462 
0,146154 
0,146154 
0,161538 
0,184615 
0,184615 
0,184615 
0,184615 
0,192308 
0,207692 
0,215385 
0,223077 
0,238462 
0,261538 
0,284615 
0,315385 
0,330769 
0,353846 
0,400000 
0,407692 
0,400000 
0,384615 
0,376923 
0,353846 
0,353846 
0,353846 
0,338462 
0,323077 
0,323077 
0,307692 
0,300000 
0,276923 
0,269231 
0,276923 
0,269231 
0,253846 
0,253846 
0,246154 
0,230769 
0,223077 
0,223077 
0,215385 
0,200000 
0,192308 
0,184615 
0,176923 
0,161538 
0,153846 
0,146154 
0,146154 
0,138462 
0,146154 
0,138462 
0,138462 
0,130769 
0,138462 
0,130769 
0,123077 
0,130769 
0,138462 
0,138462 
0,130769 
0,123077 
0,130769 
0,146154 
0,130769 
0,115385 
0,123077 
0,123077 
0,123077 
0,123077 
0,123077 
0,130769 
0,130769 
0,115385 
0,123077 
0,130769 
0,138462 
0,130769 
0,123077 
0,123077 
0,115385 
0,100000 
0,115385 
0,107692 
0,115385 
0,107692 
0,115385 
0,123077 
0,123077 
0,138462 
0,115385 
0,107692 
0,107692 
0,115385 
0,115385 
0,107692 
0,107692 
0,107692 
0,107692 
0,100000 
0,092308 
0,100000 
0,100000 
0,092308 
0,092308 
0,100000 
0,100000 
0,092308 
0,100000 
0,092308 
0,100000 
0,107692 
0,107692 
0,092308 
0,092308 
0,084615 
0,084615 
0,092308 
0,100000 
0,092308 
0,092308 
0,084615 
0,092308 
0,092308 
0,100000 
0,092308 
0,084615 
0,092308 
0,092308 
0,100000 
0,100000 
0,100000 
0,092308 
0,084615 
0,092308 
0,092308 
0,092308 
0,084615 
0,084615 
0,084615 
0,092308 
0,092308 
0,100000 
0,100000 
0,100000 
0,092308 
0,100000 
0,107692 
0,107692 
0,107692 
0,100000 
0,100000 
0,107692 
0,084615 
0,092308 
0,107692 
0,100000 
0,092308 
0,107692 
0,100000 
0,092308 
0,100000 
0,100000 
0,107692 
0,115385 
0,123077 
0,123077 
0,115385 
0,115385 
0,115385 
0,115385 
0,123077 
0,130769 
0,138462 
0,130769 
0,130769 
0,130769 
0,130769 
0,123077 
0,138462 
0,146154 
0,146154 
0,153846 
0,169231 
0,169231 
0,169231 
0,169231 
